filial;id_venc;codigo;descricao;lote;qtd_vencendo;dt_vencimento;prc_venda
18;00061656;386151;REFRI SPRITE FRESH LIMAO 510ML;;9;202607;4;
43;00063872;386151;REFRI SPRITE FRESH LIMAO 510ML;;6;202607;4;
55;00078367;386151;REFRI SPRITE FRESH LIMAO 510ML;;1;202608;4;
75;00005271;416404;CO HASKEL MATCHA ALECRIM300ML ;;1;202607;15;
35;00057259;436725;LAPIS RETRATIL KISS BROWN - RA;;1;202607;10;
76;00045958;438879;AGUA MICELAR VITAMINA C 6094  ;;0;202608;8;
80;00011679;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;6;202608;3;
74;00034271;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;2;202608;3;
10;00042090;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;1;202607;3;
79;00047678;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;4;202608;3;
79;00047680;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;1;202608;3;
10;00042102;394775;WAFER PIRAQUE LIMAO 100GR     ;;1;202607;3;
80;00011623;394783;WAFER PIRAQUE MORANGO 100GR   ;;3;202608;3;
69;00036208;394783;WAFER PIRAQUE MORANGO 100GR   ;;3;202608;3;
23;00043024;394783;WAFER PIRAQUE MORANGO 100GR   ;;1;202607;3;
23;00015077;417881;CR HASKEL SILICONE TUTANO 150G;;1;202608;20;
4;00004509;514034;BISC PIRAQUE MAIZENA TRAD 175G;;1;202607;3;
41;00051357;516419;MASC HASKELL ACELERADORA DE FO;;1;202607;20;
16;00073751;457697;RUFFLES SAL 68G               ;;5;202608;7;
23;00066106;461566;RUFFLES CHURRASCO 68G         ;;3;202607;7;
16;00073752;461566;RUFFLES CHURRASCO 68G         ;;3;202608;7;
18;00074142;461566;RUFFLES CHURRASCO 68G         ;;3;202608;7;
51;00073676;461566;RUFFLES CHURRASCO 68G         ;;6;202608;7;
3;00079250;461566;RUFFLES CHURRASCO 68G         ;;3;202608;7;
8;00079743;461566;RUFFLES CHURRASCO 68G         ;;5;202607;7;
75;00074921;487314;FIO DENTAL KESS 100M 2001     ;;3;202608;7;
10;00042267;485920;BISC PIRAQUE MALTADO AVELA 85G;;36;202607;3;
16;00073767;521336;BISC PIRAQUE CREAM CRACKER 184;;12;202608;4;
48;00076346;521336;BISC PIRAQUE CREAM CRACKER 184;;7;202608;4;
10;00042310;537498;BISC PIRAQUE LEITE E COCO 132G;;26;202607;3;
5;00058295;537498;BISC PIRAQUE LEITE E COCO 132G;;5;202607;3;
79;00025179;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
18;00025644;537506;BISC PIRAQUE LEITE MALTADO 132;;10;202608;3;
55;00032025;537506;BISC PIRAQUE LEITE MALTADO 132;;7;202608;3;
53;00035426;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202607;3;
72;00045340;537506;BISC PIRAQUE LEITE MALTADO 132;;12;202607;3;
10;00042313;537506;BISC PIRAQUE LEITE MALTADO 132;;20;202607;3;
6;00057892;537506;BISC PIRAQUE LEITE MALTADO 132;;6;202607;3;
7;00063826;537506;BISC PIRAQUE LEITE MALTADO 132;;29;202607;3;
5;00079273;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
78;00005324;537514;BISC PIRAQUE MALTADO CHOCO 132;;4;202607;3;
65;00006015;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202608;3;
67;00016797;537514;BISC PIRAQUE MALTADO CHOCO 132;;5;202607;3;
60;00026556;537514;BISC PIRAQUE MALTADO CHOCO 132;;2;202608;3;
8;00034674;537514;BISC PIRAQUE MALTADO CHOCO 132;;8;202608;3;
74;00034258;537514;BISC PIRAQUE MALTADO CHOCO 132;;5;202607;3;
10;00042316;537514;BISC PIRAQUE MALTADO CHOCO 132;;11;202607;3;
60;00051288;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202608;3;
53;00023101;543983;GEL COVER ANYLOVY 24G 1265    ;;0;202608;40;
25;00021117;545632;CO HASKEL HIDRA CAVALO FORTE 5;;0;202608;30;
2;00037676;535096;FLUIDO HASKEL HID CAVALO FORTE;;0;202608;22;
24;00029300;602565;PROT SOL FAC VITAMINA C FPS80 ;;1;202608;30;
50;00081086;602565;PROT SOL FAC VITAMINA C FPS80 ;;1;202608;30;
25;00080640;648006;TÃ”NICO EQUILI VIZZELA OIL CONT;;1;202607;17;
74;00040871;626564;CO INF ALVA LARANJA DOCE E BAU;;4;202607;18;
74;00034288;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;2;202608;12;
16;00069932;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;1;202608;12;
5;00079322;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;0;202608;12;
71;00010031;647040;SHAKE WOD REDUCAO PESO MORANGO;;1;202608;12;
74;00057976;647040;SHAKE WOD REDUCAO PESO MORANGO;;1;202608;12;
71;00079020;647040;SHAKE WOD REDUCAO PESO MORANGO;;6;202608;12;
16;00069931;647057;SHAKE WOD REDUCAO PESO BAUNILH;;5;202607;12;
41;00074410;618793;PAÃ‡OCA BELAMA 320GR           ;;0;202607;7;
46;00056187;647115;WHEY PROTEIN DOCE DE LEITE C/ ;;0;202608;50;
43;00009153;647198;VITAMINA B12 WOD 60 CAPSULAS  ;;0;202607;17;
11;00059153;618652;DOCE LEITE C/ AMENDOIM PASTOSO;;2;202607;9;
24;00026599;647289;PICOLINATO DE CROMO 500MG WOD ;;2;202607;12;
24;00020308;588582;BARRA WOD GOURMET BRIGADEIRO  ;;3;202607;5;
5;00003627;588590;BARRA WOD GOURMET COOKIES CREA;;3;202608;5;
30;00018031;588590;BARRA WOD GOURMET COOKIES CREA;;2;202608;5;
2;00048110;588590;BARRA WOD GOURMET COOKIES CREA;;1;202608;5;
16;00073775;586602;FANDANGOS PRESUNTO 105G       ;;3;202608;7;
5;00079305;586578;DORITOS NACHO 120G            ;;4;202608;12;
53;00035273;618504;BISC BAUD COOKIES MAXI DENTADU;;6;202608;3;
53;00072734;618504;BISC BAUD COOKIES MAXI DENTADU;;1;202608;3;
76;00071595;632729;MASC BRAE STAGES COLORAÃ‡ÃƒO 200;;1;202607;20;
76;00020669;642785;ESM BAUNY CLARA               ;;4;202608;7;
76;00020632;642801;ESM BAUNY CRISTAL             ;;2;202608;7;
76;00020765;642876;ESM BAUNY JADE                ;;6;202608;7;
76;00020782;643072;ESM BAUNY LUISA               ;;1;202608;6;
76;00073645;645820;BALA HARIBO BANANINHA         ;;3;202608;4;
16;00009848;692178;ILUMINADOR SOLTO LUXURY COR3  ;;2;202608;4;
37;00020848;692095;CROCANTISSIMO SAMAME LIMAO 40G;;1;202607;4;
50;00081083;686618;ILUMINADOR SOLTO LUXURY FACE B;;2;202608;3;
30;00018328;674465;FUNDIPPERZ MINIONS 54G        ;;14;202607;6;
53;00077645;702126;ANA MARIA C/2 MORANGO 70G     ;;10;202607;4;
55;00069481;676726;BOMBOM LACTA OREO 20,1G       ;;48;202608;2;
33;00012513;705533;BISS BRANCO 63G               ;;5;202607;4;
72;00028110;721597;SUCO TIAL LARANJA 200ML       ;;4;202607;2;
9;00077484;757054;BISC POLVILHO CRONNS PAL QUEIJ;;20;202607;4;
11;00061764;217344;CHOC CHOKITO 32GR             ;;24;202607;3;
64;00065413;217344;CHOC CHOKITO 32GR             ;;26;202607;2;
33;00074478;217344;CHOC CHOKITO 32GR             ;;22;202607;3;
25;00075887;217344;CHOC CHOKITO 32GR             ;;4;202607;3;
40;00070963;217344;CHOC CHOKITO 32GR             ;;21;202607;3;
48;00076350;217344;CHOC CHOKITO 32GR             ;;6;202607;3;
78;00064121;218626;CHOC TWIX 40GR                ;;14;202607;4;
67;00068886;218626;CHOC TWIX 40GR                ;;11;202607;4;
16;00064468;218626;CHOC TWIX 40GR                ;;11;202607;4;
79;00070060;218626;CHOC TWIX 40GR                ;;8;202607;4;
5;00070792;218626;CHOC TWIX 40GR                ;;11;202607;4;
25;00075892;218626;CHOC TWIX 40GR                ;;2;202607;4;
48;00076340;218626;CHOC TWIX 40GR                ;;1;202607;4;
15;00076884;218626;CHOC TWIX 40GR                ;;12;202608;4;
67;00079751;218626;CHOC TWIX 40GR                ;;18;202608;4;
7;00080578;218626;CHOC TWIX 40GR                ;;7;202607;4;
77;00053876;237493;CHOC MEM AMENDOIN 45/40GR     ;;3;202608;4;
20;00011547;241792;PORTA CELULAR ANIMOB 01       ;;2;202607;5;
25;00024317;263028;SUCO DEL VALLE UVA LT 290ML   ;;5;202608;4;
74;00034267;263028;SUCO DEL VALLE UVA LT 290ML   ;;5;202608;4;
8;00041669;263028;SUCO DEL VALLE UVA LT 290ML   ;;2;202608;4;
77;00023108;919829;REFRI COCA COLA 350ML         ;;10;202608;7;
27;00060333;966592;ICE TEA LIMAO ZERO 450ML      ;;4;202607;7;
51;00080209;975990;FANDANGOS QUEIJO 85G          ;;5;202607;11;
66;00080115;975990;FANDANGOS QUEIJO 85G          ;;3;202607;11;
30;00018213;986224;BISS PRETO 100,8G             ;;2;202608;8;
40;00055821;986232;BISS LIMAO 100,8G             ;;9;202608;5;
56;00061225;986038;CX BOMBOM LACTA FAVORITOS     ;;1;202608;11;
67;00079749;986038;CX BOMBOM LACTA FAVORITOS     ;;53;202608;11;
15;00077944;986038;CX BOMBOM LACTA FAVORITOS     ;;5;202608;11;
55;00078366;996513;REFRI COCA COLA 600ML         ;;12;202607;6;
30;00041209;996718;REFRI FANTA UVA 350ML         ;;6;202607;3;
27;00077353;996629;REFRI COCA COLA PET 200ML     ;;11;202607;3;
55;00080804;996629;REFRI COCA COLA PET 200ML     ;;9;202607;3;
64;00055948;996670;REFRI FANTA LARANJA 350ML     ;;9;202607;3;
56;00075229;94331;REFRI COCA COLA ZERO 350ML    ;;8;202608;3;
74;00077697;94331;REFRI COCA COLA ZERO 350ML    ;;9;202608;4;
15;00079007;114782;REFRI COCA COLA ZERO 600 ML   ;;7;202607;5;
53;00035445;274739;BISC PIRAQUE PRESUNTINHO 100GR;;8;202608;3;
51;00068703;274739;BISC PIRAQUE PRESUNTINHO 100GR;;1;202608;3;
33;00012586;274747;BISC PIRAQUE SALGADINHO 100GR ;;2;202607;3;
5;00049628;274747;BISC PIRAQUE SALGADINHO 100GR ;;3;202607;3;
40;00010268;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
35;00010594;274755;BISC PIRAQUE QUEIJO 100GR     ;;2;202607;3;
1;00013176;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
24;00020298;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
51;00019839;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
15;00020181;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
17;00028079;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
7;00028491;274755;BISC PIRAQUE QUEIJO 100GR     ;;7;202607;3;
55;00027742;274755;BISC PIRAQUE QUEIJO 100GR     ;;7;202607;3;
29;00035776;274755;BISC PIRAQUE QUEIJO 100GR     ;;8;202607;3;
10;00042082;274755;BISC PIRAQUE QUEIJO 100GR     ;;19;202607;3;
11;00057421;274755;BISC PIRAQUE QUEIJO 100GR     ;;8;202608;3;
9;00068806;274755;BISC PIRAQUE QUEIJO 100GR     ;;5;202608;3;
4;00067363;274755;BISC PIRAQUE QUEIJO 100GR     ;;6;202608;3;
66;00072892;274755;BISC PIRAQUE QUEIJO 100GR     ;;7;202608;3;
78;00071759;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
12;00076713;274755;BISC PIRAQUE QUEIJO 100GR     ;;2;202608;3;
23;00060548;280950;BISC CLUB SOCIAL PRESUNTO 141G;;34;202608;4;
74;00077727;280950;BISC CLUB SOCIAL PRESUNTO 141G;;4;202608;4;
76;00073617;288020;BOMBOM FERRERO ROCHER T8X10   ;;25;202607;20;
73;00030164;298948;PICOLE MAGNUM WHITE           ;;15;202608;16;
76;00073647;110035;AMENDOIN DORI CONFEITADO 70GR ;;5;202608;3;
51;00055475;542377;TRICICLO FOFY REF 1465        ;;1;202608;0;
56;00055269;894826;TODDYNHO 200ML                ;;5;202608;3,5;
11;00057446;894826;TODDYNHO 200ML                ;;2;202608;3;
35;00056671;894826;TODDYNHO 200ML                ;;3;202608;3;
4;00067368;894826;TODDYNHO 200ML                ;;1;202608;3;
55;00067180;894826;TODDYNHO 200ML                ;;1;202607;4;
48;00067131;894826;TODDYNHO 200ML                ;;6;202608;3;
51;00019866;989860;REFRI SPRITE 350ML            ;;5;202608;3;
72;00028534;989860;REFRI SPRITE 350ML            ;;4;202607;3;
11;00057445;989860;REFRI SPRITE 350ML            ;;1;202607;3;
56;00079048;196738;REFRI COCA COLA 2 LITROS      ;;6;202608;11;
78;00005305;475785;BISC PIRAQUE RECH CHOCOLATE 16;;5;202608;3;
26;00028584;475785;BISC PIRAQUE RECH CHOCOLATE 16;;8;202608;3;
7;00028449;475785;BISC PIRAQUE RECH CHOCOLATE 16;;13;202608;3;
4;00004542;475815;BISC PIRAQUE RECH MORANGO 160G;;4;202608;3;
78;00005335;475815;BISC PIRAQUE RECH MORANGO 160G;;1;202607;3;
25;00024233;475815;BISC PIRAQUE RECH MORANGO 160G;;2;202608;3;
2;00048122;475815;BISC PIRAQUE RECH MORANGO 160G;;3;202608;3;
5;00070799;475815;BISC PIRAQUE RECH MORANGO 160G;;1;202608;3;
2;00055305;502120;BON TEREZA BAILARINA W2922    ;;1;202607;0;
17;00012720;527513;CONJ CALCA BRANDILI P/G 50683 ;;3;202608;0;
10;00038235;527513;CONJ CALCA BRANDILI P/G 50683 ;;2;202608;0;
60;00025638;527491;KIT KAT WAFER RECH.45GR       ;;1;202608;3;
69;00035878;648760;BARRA CEREAL NUTRY AVELA/CHOCO;;1;202607;2;
18;00061556;587010;HERSHEYS MAIS AO LEITE 102GR  ;;10;202608;5;
74;00034256;596531;BEB REFR DV FRUT UVA 450 ML   ;;4;202607;3;
5;00049646;596531;BEB REFR DV FRUT UVA 450 ML   ;;5;202607;3;
30;00018074;676896;BISC OREO ORIGINAL 90GRS      ;;1;202607;3;
49;00045978;676896;BISC OREO ORIGINAL 90GRS      ;;10;202607;3;
41;00051923;712639;SH HASKELL P.PROGRESSIVA 300ML;;1;202607;20;
41;00071238;712639;SH HASKELL P.PROGRESSIVA 300ML;;1;202607;20;
51;00003321;727377;BIS XTRA + CHOCOLATE 45GRS    ;;11;202608;4;
9;00077409;749885;BATATA LAYS CLASSICA 30GR     ;;5;202608;4;
74;00034284;773565;BISC WAFER BAUD CHOC 92G      ;;2;202608;3;
17;00058297;773565;BISC WAFER BAUD CHOC 92G      ;;6;202608;3;
77;00014201;13045;CO HASKELL CAVALO FORTE 300ML ;;1;202608;20;
53;00077628;878332;BOLO LARANJA PANCO 300GRS     ;;4;202607;9;
10;00042286;90274;TORTINHA MARILAN MARACUJA 140G;;1;202607;4;
10;00042291;90282;TORTINHA MARILAN LIMAO 140G   ;;2;202607;3;
10;00042287;90282;TORTINHA MARILAN LIMAO 140G   ;;4;202607;3;
53;00077722;108589;PANFI PANCO CHOC C/BAUN 70G   ;;3;202607;4;
53;00035481;154898;BISC MARILAN LEV CAC/CER.150GR;;1;202607;4;
53;00035376;191494;BISC PANCO SEQUILHINHO 350GR  ;;4;202608;9;
9;00077401;191551;CHEETOS MIX 34G               ;;3;202607;3;
51;00003325;199240;CHOC TRENTO AVELA 29G         ;;1;202608;2;
61;00049510;199299;CHOC TRENTO DARK 29G          ;;4;202608;2;
65;00002032;199307;CHOC TRENTO CHOCOLATE 29G     ;;1;202607;2;
24;00020161;414607;OURO BRANCO CROCANTE 25G      ;;8;202607;3;
53;00065334;414607;OURO BRANCO CROCANTE 25G      ;;36;202607;3;
51;00080206;414607;OURO BRANCO CROCANTE 25G      ;;2;202607;3;
53;00035525;308353;BISC NESTLE COOKIES NEGRES 60G;;1;202608;3;
51;00019716;308437;BISC COOKIES ALPINO 60GR      ;;1;202607;4;
53;00035333;308437;BISC COOKIES ALPINO 60GR      ;;1;202608;4;
56;00072367;344432;UNHA KISS IMPRESS BIPAM516BR  ;;0;202607;15;
30;00068182;257378;BISC TRAKINAS CHOCOLATE 126GR ;;19;202608;3;
51;00068656;256743;MATTE LEAO LIMAO 450ML        ;;2;202608;4;
16;00073772;281477;FANDANGOS PRESUNTO 37G        ;;2;202607;3;
73;00079734;281485;FANDANGOS QUEIJO 37G          ;;7;202607;3;
37;00020901;270173;BISC PIRAQUE RECH BRIGAD 160GR;;44;202607;3;
10;00042303;270173;BISC PIRAQUE RECH BRIGAD 160GR;;1;202607;3;
37;00015652;270231;BISC PIRAQUE SALGADO 138G     ;;6;202607;4;
35;00015170;270272;BISC PIRAQUE LEIT MALT COB 80G;;3;202608;4;
2;00048126;270272;BISC PIRAQUE LEIT MALT COB 80G;;2;202608;4;
15;00020165;322438;BISC PANCO SEQUILHINHO 500GR  ;;2;202607;7;
51;00080177;332197;DESCOL LIG KIT BANHO LUA DIAMO;;2;202608;11;
22;00033510;451195;CHOC LAKA 20G                 ;;1;202607;3;
28;00041064;451195;CHOC LAKA 20G                 ;;13;202607;3;
76;00075841;451195;CHOC LAKA 20G                 ;;2;202607;3;
71;00050133;450841;CHOC LACTA AO LEITE 20GR      ;;20;202608;3;
60;00052462;450841;CHOC LACTA AO LEITE 20GR      ;;8;202608;3;
16;00064510;450841;CHOC LACTA AO LEITE 20GR      ;;12;202608;3;
76;00075840;450841;CHOC LACTA AO LEITE 20GR      ;;1;202608;3;
51;00068663;386151;REFRI SPRITE FRESH LIMAO 510ML;;1;202607;4;
17;00072808;386151;REFRI SPRITE FRESH LIMAO 510ML;;4;202608;4;
53;00077646;385559;ANA MARIA GOTAS CHOCO 70G PUL ;;8;202607;4;
60;00027102;448423;TRIDENT XSENSES HORTELA 54G   ;;5;202608;8;
61;00037357;448423;TRIDENT XSENSES HORTELA 54G   ;;4;202608;8;
75;00075463;390591;SH HASKEL HIDRANUTRE 300ML    ;;0;202608;20;
76;00071599;395376;CADIVEU CO BYE BYE FRIZZ ESSEN;;2;202607;20;
5;00003576;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;6;202608;3;
69;00036217;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;2;202608;3;
71;00058218;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;6;202608;3;
5;00003573;394783;WAFER PIRAQUE MORANGO 100GR   ;;4;202608;3;
26;00028485;394783;WAFER PIRAQUE MORANGO 100GR   ;;11;202608;3;
18;00025769;394783;WAFER PIRAQUE MORANGO 100GR   ;;9;202608;3;
10;00042089;394783;WAFER PIRAQUE MORANGO 100GR   ;;9;202608;3;
23;00043028;394783;WAFER PIRAQUE MORANGO 100GR   ;;4;202608;3;
24;00020283;514034;BISC PIRAQUE MAIZENA TRAD 175G;;4;202608;3;
53;00015683;516419;MASC HASKELL ACELERADORA DE FO;;0;202607;30;
51;00066713;516419;MASC HASKELL ACELERADORA DE FO;;0;202607;30;
3;00078583;461566;RUFFLES CHURRASCO 68G         ;;3;202608;7;
53;00072195;485920;BISC PIRAQUE MALTADO AVELA 85G;;11;202607;3;
79;00025060;549980;BARRA W. GREGO BRIGADEIRO 40G ;;3;202607;7;
53;00016014;547455;MASC WELLA COLOR MOTION 150ML ;;0;202608;70;
56;00006886;537498;BISC PIRAQUE LEITE E COCO 132G;;1;202607;3;
37;00018093;537498;BISC PIRAQUE LEITE E COCO 132G;;57;202607;3;
5;00049625;537498;BISC PIRAQUE LEITE E COCO 132G;;6;202607;3;
41;00074415;537498;BISC PIRAQUE LEITE E COCO 132G;;0;202607;3;
4;00004534;537506;BISC PIRAQUE LEITE MALTADO 132;;7;202608;3;
65;00005210;537506;BISC PIRAQUE LEITE MALTADO 132;;19;202608;3;
78;00005299;537506;BISC PIRAQUE LEITE MALTADO 132;;6;202607;3;
20;00010612;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
1;00013182;537506;BISC PIRAQUE LEITE MALTADO 132;;3;202608;3;
1;00013168;537506;BISC PIRAQUE LEITE MALTADO 132;;4;202608;3;
37;00018053;537506;BISC PIRAQUE LEITE MALTADO 132;;11;202607;3;
77;00023293;537506;BISC PIRAQUE LEITE MALTADO 132;;4;202607;3;
37;00018058;537506;BISC PIRAQUE LEITE MALTADO 132;;7;202607;3;
25;00024247;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202608;3;
7;00028439;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
29;00035842;537506;BISC PIRAQUE LEITE MALTADO 132;;5;202608;3;
52;00040574;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202608;3;
71;00042847;537506;BISC PIRAQUE LEITE MALTADO 132;;5;202608;3;
23;00043041;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202607;3;
33;00012518;537514;BISC PIRAQUE MALTADO CHOCO 132;;3;202607;3;
33;00012527;537514;BISC PIRAQUE MALTADO CHOCO 132;;2;202608;3;
64;00038162;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202608;3;
47;00040653;537514;BISC PIRAQUE MALTADO CHOCO 132;;3;202607;3;
72;00045337;537514;BISC PIRAQUE MALTADO CHOCO 132;;6;202608;3;
5;00049723;537514;BISC PIRAQUE MALTADO CHOCO 132;;7;202608;3;
40;00070966;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202608;3;
40;00078896;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202607;3;
11;00037228;535088;PROTETOR HASKEL HID CAVALO FOR;;0;202608;30;
53;00017143;602565;PROT SOL FAC VITAMINA C FPS80 ;;2;202608;30;
50;00031270;602565;PROT SOL FAC VITAMINA C FPS80 ;;2;202608;30;
76;00069400;616953;OMEGA 3 PROBIOTICA 100CAPS    ;;2;202608;30;
74;00077694;586883;DORITOS NACHO 75GR            ;;4;202607;8;
6;00017268;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;1;202608;12;
16;00054307;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;5;202608;12;
21;00053785;647040;SHAKE WOD REDUCAO PESO MORANGO;;1;202608;12;
9;00080506;647040;SHAKE WOD REDUCAO PESO MORANGO;;3;202608;12;
46;00046326;647057;SHAKE WOD REDUCAO PESO BAUNILH;;4;202607;12;
41;00058931;647057;SHAKE WOD REDUCAO PESO BAUNILH;;1;202607;12;
41;00000932;647198;VITAMINA B12 WOD 60 CAPSULAS  ;;1;202607;18;
10;00073374;647248;RESVERATROL LICOPENO 500MG WOD;;1;202607;30;
74;00077726;584631;RUFFLES CHURRASCO 32G         ;;2;202608;7;
16;00073805;588582;BARRA WOD GOURMET BRIGADEIRO  ;;0;202607;9;
33;00042464;559203;MASSA PULA E MOLDA CARROS 70G ;;2;202607;11;
51;00056722;624783;RK BASE FLUIDA  NATURAL  RS118;;0;202607;30;
41;00074408;656561;GOIABADA DIET BELAMA          ;;2;202607;14;
76;00073023;601690;KIT CICLO GOLD DEO COL + CANIV;;0;202607;30;
76;00010933;636696;LENCO DEMAQ ROSA MOSQUETA 8678;;1;202608;8;
53;00077619;560516;MACARRAO INST TRADIC GAL CAIPI;;0;202607;3;
72;00021315;632638;LEAVE-IN BRAE HAIR PROTEIN 80G;;0;202608;50;
53;00023354;642850;ESM BAUNY DIANA               ;;2;202608;7;
76;00021066;643031;ESM BAUNY HELENA              ;;1;202608;6;
10;00041278;687657;COLAGENO HIDROL ABACAXI/HOR 25;;2;202608;30;
76;00069389;687665;COLAGENO HIDROL FRUTAS VER 250;;3;202608;30;
53;00079614;692178;ILUMINADOR SOLTO LUXURY COR3  ;;2;202608;3;
78;00018175;693747;CPP WIDI ENCARACOLANDO 1L     ;;2;202607;50;
10;00044974;677195;BISC MARILAN MAIZ FARINHA LACT;;1;202607;5;
60;00024214;699405;ALFAJOR COOPER ENERGY LEITE PO;;8;202608;5;
30;00067931;686618;ILUMINADOR SOLTO LUXURY FACE B;;4;202608;2;
40;00010433;693416;BARRA CEREAL GRANOFIBRA BAN/CH;;5;202607;2;
9;00077483;757021;BISC POLVILHO CRONNS PAL SALGA;;11;202607;3;
76;00075845;721274;CHOC LACTA AO LEITE 50,1GR    ;;8;202608;7;
17;00060451;749762;BANANINHA SB CRISTAL          ;;21;202608;2;
53;00077648;185442;ANA MARIA TRAD BAUNI 70G PUL  ;;14;202607;4;
53;00077661;205249;ANA MARIA TRAD CHOC 70G PUL   ;;10;202607;4;
17;00056769;217344;CHOC CHOKITO 32GR             ;;30;202607;3;
67;00068887;217344;CHOC CHOKITO 32GR             ;;14;202607;3;
64;00065278;217344;CHOC CHOKITO 32GR             ;;1;202607;2;
79;00070052;217344;CHOC CHOKITO 32GR             ;;28;202607;3;
62;00080092;217344;CHOC CHOKITO 32GR             ;;3;202607;3;
66;00080948;217344;CHOC CHOKITO 32GR             ;;21;202607;3;
47;00080165;217344;CHOC CHOKITO 32GR             ;;14;202607;3;
33;00081046;217344;CHOC CHOKITO 32GR             ;;22;202607;3;
12;00056301;218626;CHOC TWIX 40GR                ;;15;202607;4;
35;00054267;218626;CHOC TWIX 40GR                ;;1;202607;4;
9;00056464;218626;CHOC TWIX 40GR                ;;15;202607;4;
51;00073661;218626;CHOC TWIX 40GR                ;;15;202607;4;
64;00075900;218626;CHOC TWIX 40GR                ;;1;202607;3;
76;00075843;218626;CHOC TWIX 40GR                ;;16;202607;4;
48;00076341;218626;CHOC TWIX 40GR                ;;1;202608;4;
25;00077174;218626;CHOC TWIX 40GR                ;;16;202608;4;
67;00079750;218626;CHOC TWIX 40GR                ;;3;202607;4;
9;00077433;218626;CHOC TWIX 40GR                ;;4;202607;4;
30;00017921;237493;CHOC MEM AMENDOIN 45/40GR     ;;28;202608;4;
18;00025692;237493;CHOC MEM AMENDOIN 45/40GR     ;;2;202608;4;
6;00052525;237566;CHOC MEM FAMILIA 148/132GR    ;;1;202608;10;
5;00003752;263028;SUCO DEL VALLE UVA LT 290ML   ;;6;202608;4;
27;00009638;263028;SUCO DEL VALLE UVA LT 290ML   ;;5;202608;4;
22;00052001;263028;SUCO DEL VALLE UVA LT 290ML   ;;6;202608;4;
11;00057443;263028;SUCO DEL VALLE UVA LT 290ML   ;;2;202608;4;
72;00045372;957488;BARRA MAX BAUDUCCO GOIABINHA 3;;3;202608;1;
27;00053350;967424;AGUA TONICA DIET LATA         ;;3;202607;4;
27;00077341;975990;FANDANGOS QUEIJO 85G          ;;6;202607;7;
73;00079733;975990;FANDANGOS QUEIJO 85G          ;;6;202607;7;
63;00080691;975990;FANDANGOS QUEIJO 85G          ;;2;202607;7;
12;00058915;986038;CX BOMBOM LACTA FAVORITOS     ;;30;202608;12;
73;00079739;992313;PICOLE KIBON AO LEITE CHICABON;;8;202608;9;
51;00019860;996718;REFRI FANTA UVA 350ML         ;;5;202607;3;
73;00049013;996718;REFRI FANTA UVA 350ML         ;;5;202607;3;
23;00057785;996610;ICE TEA LIMAO 450ML           ;;1;202608;4;
23;00059650;996610;ICE TEA LIMAO 450ML           ;;3;202608;4;
56;00075231;996610;ICE TEA LIMAO 450ML           ;;2;202608;3;
17;00079658;996629;REFRI COCA COLA PET 200ML     ;;12;202607;2;
15;00079139;996629;REFRI COCA COLA PET 200ML     ;;12;202607;2;
55;00078368;94331;REFRI COCA COLA ZERO 350ML    ;;11;202607;3;
58;00080330;94331;REFRI COCA COLA ZERO 350ML    ;;8;202607;3;
62;00080048;94331;REFRI COCA COLA ZERO 350ML    ;;9;202607;4;
60;00027050;169480;MENTOS STICK MINT             ;;1;202607;2;
64;00075925;134503;RUFFLES SAL 115GR             ;;3;202608;11;
